Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),Source (I),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
84 MS1084,ERT,0.397726,0.397726027,365,IP365,36.72,About 288 hours ago I was at the stadium at Peoria to watch soccer match with my family members. We all enjoyed lot and out support team won the match also.,About 288 hours ago I was at the stadium at Peoria to watch soccer match with my family members. We all enjoyed lot and out support team won the match also.,31,93.26,83.34,60.4,99,15.5,12.9,83.87,45.16,9.68,9.68,6.45,3.23,0,0,0,0,6.45,19.35,3.23,6.45,6.45,0,9.68,0,0,0,3.23,6.45,9.68,9.68,0,0,0,0,12.9,3.23,0,0,0,6.45,0,0,0,3.23,3.23,0,3.23,3.23,0,0,0,0,0,0,0,16.13,12.9,6.45,0,3.23,0,9.68,6.45,0,16.13,0,9.68,6.45,3.23,9.68,3.23,0,0,0,0,0,0,0,0,0,6.45,6.45,0,0,0,0,0,0,0,0,0,0
105 MS1105,ERT,0.6440274,0.644027397,365,IP365,44.54,about 288 hours ago I was going to the doctor.I was with my roomate. I felt really scared about going to the doctor. I got my problem solved with out having to have surgery! A good thing!,About 288 hours ago I was going to the doctor. I was with my roommate. I felt really scared about going to the doctor. I got my problem solved without having to have surgery! A good thing!,37,70.25,1.6,99,2.3,7.4,10.81,97.3,59.46,18.92,16.22,16.22,0,0,0,0,2.7,8.11,18.92,10.81,8.11,0,2.7,24.32,2.7,0,0,2.7,0,8.11,2.7,5.41,2.7,0,0,2.7,0,2.7,0,0,13.51,5.41,2.7,2.7,0,0,5.41,2.7,0,0,2.7,8.11,0,8.11,0,0,18.92,2.7,2.7,5.41,5.41,2.7,16.22,2.7,5.41,13.51,5.41,2.7,5.41,5.41,0,2.7,0,0,0,0,0,0,0,0,0,13.51,8.11,0,0,0,0,5.41,0,0,0,0,0
7 MS1007,EFT,0.1515342,0.89845,30,IP30,25.78,in about one month i am in a sushi restaurant with my boyfriend. we ordered the spicy dragon roll and drinks. it is amazing like always. we are having a great time and enjoying ourselves and drinks. i can't stop smiling. best date ever.,In about one month I am in a sushi restaurant with my boyfriend. We ordered the spicy dragon roll and drinks. It is amazing like always. We are having a great time and enjoying ourselves and drinks. I can't stop smiling. Best date ever.,44,51.42,75.24,92.27,99,7.33,15.91,95.45,54.55,15.91,13.64,6.82,6.82,0,0,0,2.27,6.82,11.36,9.09,4.55,6.82,2.27,9.09,9.09,4.55,0,2.27,0,11.36,11.36,0,0,0,0,11.36,0,4.55,0,2.27,6.82,0,0,0,0,4.55,2.27,2.27,0,0,0,9.09,0,0,0,9.09,15.91,9.09,2.27,2.27,4.55,2.27,0,9.09,0,20.45,2.27,4.55,13.64,0,6.82,0,0,0,0,0,0,0,0,0,0,15.91,13.64,0,0,0,0,0,0,0,2.27,0,0
56 MS1056,EFT,0.8558356,0.855835616,365,IP365,80.46,In about 10 months I will be at home. I will be with my wife celebrating the holidays. I will be thankful and having a good time.,In about 10 months I will be at home. I will be with my wife celebrating the holidays. I will be thankful and having a good time.,27,36.1,22.95,92.47,99,9,11.11,96.3,66.67,14.81,14.81,14.81,0,0,0,0,0,7.41,14.81,25.93,3.7,3.7,0,25.93,3.7,0,0,3.7,0,7.41,7.41,0,0,0,0,7.41,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,7.41,3.7,0,3.7,0,0,11.11,11.11,14.81,0,7.41,7.41,0,7.41,3.7,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
40 MS1040,EFT,0.9270411,0.927041096,30,IP30,92.96,In 1 day I am in Kansas City. I am at a local cover band concert with my girlfriend. I'm having a great time!,In 1 day I am in Kansas City. I am at a local cover band concert with my girlfriend. I'm having a great time!,24,81.63,20.24,99,92.4,8,8.33,87.5,54.17,16.67,16.67,16.67,0,0,0,0,0,8.33,16.67,16.67,0,0,0,16.67,4.17,0,0,4.17,0,4.17,4.17,0,0,0,0,8.33,0,4.17,0,0,0,0,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,8.33,4.17,0,0,4.17,0,0,12.5,0,29.17,0,20.83,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,4.17,0,0,4.17,0,0
44 MS1044,EFT,0.3251781,0.325178082,180,IP180,19.54,In about 6 months I am jumping out of an airplane. I am with my best friend David. We are skydiving in Las Vegas! I am feeling nervous and excited to skydive for the first time.,In about 6 months I am jumping out of an airplane. I am with my best friend David. We are skydiving in Las Vegas! I am feeling nervous and excited to skydive for the first time.,36,90.27,39.05,99,77,9,19.44,86.11,55.56,13.89,13.89,11.11,2.78,0,0,0,0,5.56,22.22,11.11,2.78,2.78,0,16.67,8.33,2.78,0,5.56,0,8.33,5.56,2.78,2.78,0,0,5.56,0,2.78,0,0,2.78,2.78,0,0,0,0,0,2.78,0,0,2.78,0,0,0,0,0,13.89,5.56,5.56,2.78,5.56,0,0,11.11,0,25,2.78,13.89,8.33,0,0,0,0,0,0,0,0,0,0,0,0,11.11,8.33,0,0,0,0,2.78,0,0,0,0,0
79 MS1079,ERT,0.1906575,0.190657534,30,IP30,39.84,"About 24 hours ago I was watching a TV show I enjoy. I was at home, alone.I had just eaten supper,so I was feeling content. Sitting in my recliner, feeling relaxed.I was watching ""The Big Bang Theory,"" which had some funny moments, so I was felling happy.","About 24 hours ago I was watching a TV show I enjoy. I was at home, alone.I had just eaten supper, so I was feeling content. Sitting in my recliner, feeling relaxed.I was watching ""The Big Bang Theory,"" which had some funny moments, so I was felling happy.",50,17.56,5.5,98.41,99,16.67,20,90,48,18,16,16,0,0,0,0,2,4,6,14,8,4,0,26,8,0,2,2,2,10,8,2,0,0,2,0,0,0,0,0,8,4,0,0,4,0,0,10,6,0,4,4,0,0,0,4,2,0,0,2,0,0,18,0,0,14,0,8,6,0,4,2,0,0,0,0,0,0,0,0,0,24,10,10,0,0,0,0,0,4,0,0,0
64 MS1064,EFT,0.5153151,0.515315069,180,IP180,42.96,"In about 6 months I am at seaside beach with my friend Karen.We are sitting on the beach and catching up on each others lives.We have a picnic with us and are eating the salad and sandwiches that we made before the trip.I am happy to see my friend Karen, and also happy to be at the beach where the sounds and smells are relaxing.The ocean waves sound so peaceful.","In about 6 months I am at seaside beach with my friend Karen.We are sitting on the beach and catching up on each other’s lives.We have a picnic with us and are eating the salad and sandwiches that we made before the trip.I am happy to see my friend Karen, and also happy to be at the beach where the sounds and smells are relaxing.The ocean waves sound so peaceful.",74,76.55,79.13,45.17,97.99,74,8.11,89.19,58.11,12.16,10.81,5.41,5.41,0,0,0,1.35,9.46,16.22,9.46,5.41,9.46,0,17.57,5.41,1.35,1.35,1.35,1.35,5.41,5.41,0,0,0,0,8.11,0,2.7,0,0,1.35,0,1.35,0,0,0,0,5.41,1.35,2.7,0,5.41,0,1.35,0,4.05,9.46,8.11,0,1.35,0,0,1.35,12.16,0,14.86,1.35,10.81,2.7,0,5.41,0,0,0,0,0,0,0,0,0,0,9.46,6.76,1.35,0,0,0,0,0,0,1.35,0,0
133 MS1133,ERT,0.3453151,0.345315069,30,IP30,46.1,about 24 hrs ago I enjoyed working on my pc .I need the money to pay my ulties and rent.itscoming up quick.i was alone working on here I'm hopeing I can pay it I'm starting to worry .overwhelmed,About 24 hours ago I enjoyed working on my pc .I need the money to pay my utilities and rent. It is coming up quick. I was alone working on here I'm hoping I can pay it I'm starting to worry. overwhelmed,42,35.4,2.86,98.01,3.31,10.5,14.29,95.24,52.38,23.81,19.05,19.05,0,0,0,0,4.76,2.38,14.29,11.9,4.76,2.38,0,26.19,2.38,0,0,2.38,0,11.9,4.76,7.14,4.76,0,4.76,0,0,0,0,0,4.76,0,0,4.76,2.38,0,0,0,0,0,0,0,0,0,0,0,7.14,0,4.76,2.38,0,0,4.76,14.29,4.76,19.05,2.38,7.14,9.52,11.9,0,2.38,9.52,0,0,0,0,0,0,0,0,14.29,9.52,0,0,0,0,0,0,0,4.76,0,0
126 MS1126,ERT,0.597589,0.597589041,180,IP180,49.22,"I was at the grocery store. I like to wake up at around 6-7AM and visit the grocery store. On this particular day, I woke up late. I woke up around 6:30AM. I didn't make coffee like I usually do. I decided to grab coffee from the plaza near my home. It was really sunny and cloudy on this day. I drove on our small red Toyota to the store. I arrived to Food 4 Less and decided to go grocery shopping. My brother Tom had to work, so he didn't do the shopping with me. Tom did leave me a note to grab some Oreos, Bananas, and Oranges. I went and grab all the items on his list including Salmon and white rice that I was planning to make for dinner that night. After finishing all my shopping, I then decided to go to Starbucks. I was in state of euphoria when I had my first sip my Caramel Machiatto. Once I finished my drink, I decided to head on home.","I was at the grocery store. I like to wake up at around 6-7AM and visit the grocery store. On this particular day, I woke up late. I woke up around 6:30AM. I didn't make coffee like I usually do. I decided to grab coffee from the plaza near my home. It was really sunny and cloudy on this day. I drove on our small red Toyota to the store. I arrived to Food 4 Less and decided to go grocery shopping. My brother Tom had to work, so he didn't do the shopping with me. Tom did leave me a note to grab some Oreos, Bananas, and Oranges. I went and grab all the items on his list including Salmon and white rice that I was planning to make for dinner that night. After finishing all my shopping, I then decided to go to Starbucks. I was in state of euphoria when I had my first sip my Caramel Macchiato. Once I finished my drink, I decided to head on home.",174,73.71,9.32,99,46.99,11.6,13.79,87.93,53.45,18.39,15.52,13.79,0.57,0,1.15,0,2.87,4.02,18.39,6.32,3.45,5.17,1.15,18.39,4.02,2.3,0.57,2.87,2.3,1.15,1.15,0,0,0,0,2.87,0.57,0,0,1.72,7.47,2.3,1.15,0,1.15,1.15,1.72,4.02,1.72,0,1.72,6.32,1.15,0,0,5.17,5.17,1.15,1.72,2.3,0,0,10.92,4.6,1.15,18.97,4.02,8.62,6.32,0.57,4.02,1.15,3.45,0,0,0,0,0,0,0,0,14.37,8.62,3.45,0.57,0,0,0,0.57,0,1.15,0,0
34 MS1034,EFT,0.8709863,0.870986301,30,IP30,49.22,In about 2 weeks I am at the movie theater with my husband.He has gotten me a drink and is helping me to get comfortable in the seat as the previews begin,In about 2 weeks I am at the movie theater with my husband.He has gotten me a drink and is helping me to get comfortable in the seat as the previews begin.,33,93.26,38.08,70.57,99,33,15.15,90.91,60.61,15.15,15.15,12.12,0,0,3.03,0,0,12.12,21.21,9.09,3.03,6.06,0,18.18,6.06,3.03,0,3.03,0,6.06,6.06,0,0,0,0,9.09,3.03,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,3.03,9.09,3.03,0,0,6.06,0,3.03,15.15,0,15.15,0,9.09,6.06,0,9.09,0,0,0,0,0,0,0,0,0,0,6.06,6.06,0,0,0,0,0,0,0,0,0,0
38 MS1038,EFT,0.9653425,0.965342466,30,IP30,97.66,"I am here with my best friend, Laura, in Portland Oregon. I had to bring my 9 month old too. I am excited to relax and just be with them and see new things. I have been told about so many different places that we should eat. We are taking a food tour of Portland today - definitely including some of these unique places I was told about. I'm excited to see what the hype is for these places. Especially the salt and straw ice cream place everyone talks about.","I am here with my best friend, Laura, in Portland Oregon. I had to bring my 9 month old too. I am excited to relax and just be with them and see new things. I have been told about so many different places that we should eat. We are taking a food tour of Portland today - definitely including some of these unique places I was told about. I'm excited to see what the hype is for these places. Especially the salt and straw ice cream place everyone talks about.",89,30.5,54.48,44.87,98.39,12.71,10.11,89.89,58.43,19.1,12.36,8.99,2.25,0,0,1.12,6.74,3.37,14.61,12.36,10.11,4.49,0,21.35,6.74,3.37,1.12,1.12,2.25,5.62,5.62,0,0,0,0,8.99,0,1.12,0,0,6.74,0,0,1.12,1.12,3.37,1.12,3.37,2.25,0,0,4.49,0,0,0,4.49,7.87,3.37,1.12,1.12,4.49,0,5.62,14.61,0,11.24,1.12,5.62,4.49,0,1.12,0,0,0,0,0,0,0,0,0,0,12.36,7.87,2.25,0,0,0,0,1.12,0,1.12,0,0
65 MS1065,EFT,0.8998082,0.899808219,365,IP365,89.84,"In about 1 year I am starting my first day of a new job at my friends newly opened gym. As far as work goes, I am happier than I've ever been because I finally get to do something that I love. I am able to spend my days helping people improve themselves and that gives me a tremendous sense of satisfaction, meaning, and accomplishment. I am feeling like I'll never have to ""work"" a day on this ""job"" because it doesn't feel like work to me. I am feeling at home and in my element here. I am feeling like I belong here. I am feeling like I was meant to do this.","In about 1 year I am starting my first day of a new job at my friends newly opened gym. As far as work goes, I am happier than I've ever been because I finally get to do something that I love. I am able to spend my days helping people improve themselves and that gives me a tremendous sense of satisfaction, meaning, and accomplishment. I am feeling like I'll never have to ""work"" a day on this ""job"" because it doesn't feel like work to me. I am feelingat home and in my element here. I am feeling like I belong here. I am feeling like I was meant to do this.",113,25.69,7.85,99,94.08,16.14,16.81,96.46,62.83,23.01,17.7,16.81,0,0,0,0.88,5.31,2.65,16.81,13.27,5.31,6.19,1.77,22.12,5.31,7.08,0,1.77,0,4.42,4.42,0,0,0,0,5.31,0,0.88,0,0,11.5,6.19,1.77,0,0.88,1.77,0.88,4.42,0,0,3.54,0.88,0,0,0,0,9.73,2.65,6.19,0,0.88,0,2.65,17.7,0.88,15.93,0.88,5.31,9.73,5.31,0.88,0.88,0.88,0,0,0,0,0,0,0,0,15.04,6.19,2.65,0,0,0,0,0,3.54,2.65,0,0
23 MS1023,EFT,0.7566849,0.8554,365,IP365,49.22,"In about 1 year, I am engaged. Brandon asked me today if I would be his wife. I am so excited to take this step with him and be with him. He just asked me while we were having a normal dinner at home. I am so excited and crying.","In about 1 year, I am engaged. Brandon asked me today if I would be his wife. I am so excited to take this step with him and be with him. He just asked me while we were having a normal dinner at home. I am so excited and crying.",50,3.71,72.57,12.17,91.14,10,8,96,68,24,22,12,2,0,8,0,2,2,12,16,8,12,0,24,6,0,0,2,0,8,6,2,0,0,2,18,2,0,2,8,4,0,0,4,2,0,2,0,0,0,0,2,0,0,0,2,10,4,0,0,6,0,6,14,0,12,2,4,6,0,0,2,0,0,0,0,0,0,0,0,0,12,10,2,0,0,0,0,0,0,0,0,0
140 MS1140,ERT,0.904411,0.904410959,365,IP365,74.22,About 288 hours ago I was at the Mcdonalds fast food restaurant with my nephews Tariq and Jordan. They had a great time playing in the Mcdonald's play land area. My nephews enjoyed sliding down the slides and horse playing with the other children. They also enjoyed eating their happy meals. It was a wonderful experience.,About 288 hours ago I was at the McDonalds fast food restaurant with my nephews Tariq and Jordan. They had a great time playing in the McDonalds play land area. My nephews enjoyed sliding down the slides and horse playing with the other children. They also enjoyed eating their happy meals. It was a wonderful experience.,56,83.81,63.97,83.26,99,11.2,23.21,89.29,46.43,14.29,10.71,5.36,0,0,0,5.36,3.57,10.71,10.71,5.36,3.57,5.36,0,14.29,5.36,0,0,1.79,0,14.29,14.29,0,0,0,0,10.71,3.57,0,0,3.57,1.79,0,0,0,0,0,1.79,1.79,0,0,0,7.14,0,0,0,7.14,5.36,0,0,3.57,1.79,0,7.14,1.79,0,19.64,5.36,8.93,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,8.93,8.93,0,0,0,0,0,0,0,0,0,0
87 MS1087,ERT,0.444137,0.444136986,365,IP365,24.22,"About 288 hours ago I was at Trader Joe's with my oldest son, Ajani. I was glad to restock our food supply and was looking forward to check out any new products. I was excited about bringing home treats all the kids enjoy and items that make all of us happy. I was glad Ajani was with me to help make decisions and gather products.","About 288 hours ago I was at Trader Joe's with my oldest son, Ajani. I was glad to restock our food supply and was looking forward to check out any new products. I was excited about bringing home treats all the kids enjoy and items that make all of us happy. I was glad Ajani was with me to help make decisions and gather products.",65,69.41,62.1,63.54,99,16.25,12.31,86.15,44.62,13.85,12.31,9.23,3.08,0,0,0,1.54,1.54,15.38,9.23,3.08,4.62,0,15.38,9.23,1.54,0,1.54,4.62,7.69,7.69,0,0,0,0,9.23,1.54,0,0,1.54,12.31,1.54,6.15,0,1.54,3.08,0,1.54,1.54,0,0,1.54,0,0,0,1.54,7.69,6.15,0,1.54,1.54,0,10.77,3.08,0,12.31,3.08,4.62,7.69,4.62,0,1.54,1.54,0,0,0,0,0,0,0,0,9.23,6.15,1.54,0,0,0,0,0,0,1.54,0,0
80 MS1080,ERT,0.5056438,0.505643836,365,IP365,19.54,"About 288 hours ago I was shopping at Costco. I was there by myself, redeeming some free coupons that I had received. I was happy that I received 2 packages of bagels and a case of water for free!","About 288 hours ago I was shopping at Costco. I was there by myself, redeeming some free coupons that I had received. I was happy that I received 2 packages of bagels and a case of water for free!",39,51.25,15.25,88.5,99,13,15.38,82.05,53.85,20.51,15.38,15.38,0,0,0,0,5.13,2.56,15.38,10.26,5.13,2.56,0,10.26,7.69,0,0,5.13,2.56,7.69,7.69,0,0,0,0,5.13,0,0,0,0,2.56,0,0,0,2.56,0,0,0,0,0,0,2.56,0,0,0,2.56,0,0,0,0,0,0,12.82,0,0,12.82,5.13,2.56,10.26,0,2.56,0,10.26,0,0,0,0,0,0,0,0,10.26,5.13,2.56,0,0,0,2.56,0,0,0,0,0
8 MS1008,EFT,0.4712329,0.974625,30,IP30,72.66,In about a month I am on a camping trip in the Ozark mountains with family.I am walking through the forest sight seeing with the kids. I am overwhelmed with feelings of awe and peace.I am really getting back in touch with nature today.,In about a month I am on a camping trip in the Ozark Mountains with family.I am walking through the forest sightseeing with the kids. I am overwhelmed with feelings of awe and peace.I am really getting back in touch with nature today.,45,98.28,25.24,98.01,25.77,22.5,17.78,88.89,60,8.89,8.89,8.89,0,0,0,0,0,11.11,24.44,8.89,6.67,2.22,0,13.33,0,0,0,0,0,4.44,2.22,2.22,2.22,0,2.22,4.44,2.22,0,0,0,4.44,2.22,0,0,0,0,2.22,6.67,2.22,0,4.44,0,0,0,0,0,4.44,2.22,0,0,2.22,0,0,11.11,0,20,4.44,11.11,6.67,0,4.44,2.22,0,0,0,0,0,0,0,0,0,8.89,8.89,0,0,0,0,0,0,0,0,0,0
95 MS1095,ERT,0.2945479,0.294547945,180,IP180,13.28,"About 144 hours ago I was baking bread in my kitchen with my friend Amanda. It was my first attempt at real baking (making dough, filling etc.). I was recreating a poppy seed rugelach recipe my grandma used to make. I was so very happy that it turned out like I remember it.","About 144 hours ago I was baking bread in my kitchen with my friend Amanda. It was my first attempt at real baking (making dough, filling etc.). I was recreating a poppy seed rugelach recipe my grandma used to make. I was so very happy that it turned out like I remember it.",53,45.2,12.88,96.73,61.55,13.25,13.21,79.25,49.06,22.64,15.09,15.09,0,0,0,0,7.55,1.89,13.21,7.55,5.66,1.89,0,16.98,1.89,1.89,0,3.77,0,1.89,1.89,0,0,0,0,3.77,1.89,1.89,1.89,0,7.55,1.89,5.66,0,0,0,0,0,0,0,0,7.55,0,0,0,7.55,3.77,1.89,1.89,0,0,0,15.09,1.89,0,15.09,1.89,7.55,5.66,0,0,5.66,0,0,0,0,0,0,0,0,0,15.09,9.43,1.89,0,0,0,0,0,0,0,3.77,0
63 MS1063,EFT,0.8106849,0.810684932,30,IP30,89.84,"Within the next month I am moving into a different house, with my parents, my sister, and my sister's children. The new house is larger than the one my parents and I lived in before, and is in the northern part of the state. I am relieved that moving day has arrived, and that we found a good house to buy. I am in my new room, looking around, and setting up my furniture.","Within the next month I am moving into a different house, with my parents, my sister, and my sister's children. The new house is larger than the one my parents and I lived in before, and is in the northern part of the state. I am relieved that moving day has arrived, and that we found a good house to buy. I am in my new room, looking around, and setting up my furniture.",74,82.06,24.95,99,75.85,18.5,14.86,97.3,58.11,17.57,14.86,13.51,1.35,0,0,0,2.7,9.46,16.22,8.11,1.35,6.76,0,16.22,9.46,5.41,0,1.35,1.35,2.7,2.7,0,0,0,0,8.11,5.41,0,2.7,0,4.05,1.35,0,0,0,0,2.7,1.35,1.35,0,0,1.35,0,1.35,0,0,12.16,6.76,0,4.05,1.35,0,4.05,8.11,0,25.68,4.05,13.51,8.11,0,0,6.76,1.35,0,0,0,0,0,0,0,0,16.22,5.41,9.46,0,0,0,0,0,0,1.35,0,0
